fannkuch-redux;11825051.60564758;10.086190299999998
fasta;24.6238066375381;1.8762354999998934
mandelbrot;17528.43372077622;1.9888952000001154
n-body;291250.62499230535;5.050142300000061
reverse-complement;0.0;0.9222698999997192
--------------------------------------------
fannkuch-redux;12091230.163182572;12.969950699999998
fasta;20812.889161880707;1.8785649000000006
mandelbrot;561867.4431158464;2.005964199999994
n-body;300308.56251441117;5.011181599999986
reverse-complement;0.0;0.9713132999999914
